web-scraper-order,web-scraper-start-url,Summary,,,,,,,
1667026591-805,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Long workspace path editing is not visible in Eclipse Launcher,,,,,,,
1667026591-806,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Dark Theme] Use updated help icons from eclipse.platform.images,,,,,,,
1667026591-807,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Incorrect exceptions thrown from org.eclipse.cdt.utils.spawner.SpawnerInputStream.read0(Native Method),,,,,,,
1667026591-808,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse 3.2 M5 can not use VE to create RCP View. Eclipse 3.2 M4 can't create Plugin Project,,,,,,,
1667026591-809,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,eclipse resource model for managed make (exclude file/directories),,,,,,,
1667026591-810,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,UI freezes in org.eclipse.jdt.internal.debug.ui.jres.InstalledJREsBlock.addVM,,,,,,,
1667026591-811,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse birt prints another character instead of superscript three,,,,,,,
1667026591-812,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,API org.eclipse.cdt.internal.ui.editor.CSourceViewer check in or check out not correctly notified,,,,,,,
1667026591-813,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,In Eclipse C/C++ installed Java which failed to show the Java Project creation,,,,,,,
1667026591-814,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse prepends system paths to PATH,,,,,,,
1667026591-815,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.jface.text.Position assertion due to race condition kills reconciler,,,,,,,
1667026591-816,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.jst.webpageeditor.feature.source needs to update feature icon for about dialog,,,,,,,
1667026591-817,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Maven dependencies for org.eclipse.platform:org.eclipse.help.base wrong,,,,,,,
1667026591-818,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Mac] defunct Copy & Paste or Drag & Drop from Finder into Eclipse,,,,,,,
1667026591-819,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse Helios SR2 + VJET support,,,,,,,
1667026591-820,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Use org.eclipse.core.text.StringMatcher,,,,,,,
1667026591-821,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,java.io.IOException: Unable to resolve plug-in "platform:/plugin/org.eclipse.emf.cdo.ui.shared/icons/full/view16/cdo_sessions.gif".,,,,,,,
1667026591-822,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,java.io.FileNotFoundException: org.eclipse.equinox.simpleconfigurator/bundles.info,,,,,,,
1667026591-823,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Blocked job "Resolving model org.eclipse.recommenders:index:zip:0.0.0",,,,,,,
1667026591-824,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unresolved inclusion errors appear back after eclipse restart,,,,,,,
1667026591-825,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[expressions] operator="or" does not work for org.eclipse.core.expressions.definitions.,,,,,,,
1667026591-826,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Configure CMake with eclipse,,,,,,,
1667026591-827,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Problems occurred when invoking code from plug-in: "org.eclipse.jface".,,,,,,,
1667026591-828,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[GEF4] Investigate support for Eclipse 4.x Application Platform,,,,,,,
1667026591-829,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Support (or document) usage of APT preprocessors configured in the Eclipse-IDE,,,,,,,
1667026591-830,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,tycho requires additional dependencies(should not be needed) comparing with eclipse/pde build,,,,,,,
1667026591-831,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse startup takes too long after Mylyn installation,,,,,,,
1667026591-832,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Handle of Eclipse status (IStatus) in ApplicationAdvisor.getWorkbenchErrorHandler()  is not always correct,,,,,,,
1667026591-833,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[1.8][compiler] Eclipse compiler shows error on javac-valid construct: Type mismatch,,,,,,,
1667026591-834,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Editor opened for a EMF resource not in Eclipse workspace,,,,,,,
1667026591-835,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,m2e-egit not included in eclipse downloads containing both m2e and egit,,,,,,,
1667026591-836,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Initial Contribution - Eclipse Advanced Visualization Project (EAVP),,,,,,,
1667026591-837,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse does not see Tomcat server configuration so Tomcat does not run,,,,,,,
1667026591-838,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Investigate JUnit failure in org.eclipse.jst.server.tomcat.core.tests for WTP 3.6 and WTP 3.5.2,,,,,,,
1667026591-839,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[HiDPI][GTK3] Black bands are still visible in Eclipse UI on x2 display,,,,,,,
1667026591-840,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Decorators] org.eclipse.ui.ide.internal.LinkedResourceDecorator always decorates links referencing non-local IFileStore URI with warning decoration,,,,,,,
1667026591-841,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse + jboss autocomplete crash,,,,,,,
1667026591-842,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,get java.lang.ClassCastException: org.eclipse.datatools.connectivity.internal.ui.DriverTreeSorter when edit preferences,,,,,,,
1667026591-843,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Manufacturing] Papyrus Manufacturing migration to Eclipse,,,,,,,
1667026591-844,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Exported Eclipse RCP Template not working,,,,,,,
1667026591-845,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Activating Mylyn Task Causes Eclipse to Crash,,,,,,,
1667026591-846,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Fixes for side effects of Eclipse 3.5 transition/refactoring,,,,,,,
1667026591-847,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,The org.eclipse.imp.pdb package is not thread-safe,,,,,,,
1667026591-848,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.swt.SWTException: Invalid thread access during start IDE,,,,,,,
1667026591-849,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Improve the process for setting up annotation processors in Eclipse,,,,,,,
1667026591-850,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unable to install axis2 plugins into eclipse photon,,,,,,,
1667026591-851,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,git repos on http://git.eclipse.org/c/ are badly named,,,,,,,
1667026591-852,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.cdt.ui.CHelpProvider extension point has no documentation,,,,,,,
1667026591-853,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Add never ask again button to the "Would you like to restart the Eclipse for the zoom changes to take full effect",,,,,,,
1667026591-854,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[findrefs] Consider use Boolean as a return type for org.eclipse.xtext.findReferences.IReferenceFinder.Acceptor.accept,,,,,,,
1667026591-855,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Web Page Editor - with 2 properties views - no synchronization for selection and get exception: WARNING: Prevented recursive attempt to activate part org.eclipse.ui.views.PropertySheet while still in the middle of activating part org.eclipse.ui.views.Prop,,,,,,,
1667026591-856,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,CDT Parsers cause eclipse crash during indexing,,,,,,,
1667026591-857,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse changes project level settings to use J2SE 1.5 language level,,,,,,,
1667026591-858,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.php.formatter.core should not have depenendencies to UI plugins,,,,,,,
1667026591-859,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Seed questions for the Eclipse Usability and UI panel,,,,,,,
1667026591-860,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Describe the "Eclipse License Feature",,,,,,,
1667026591-861,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Cannot Find SpagoBI Add-On in the Eclipse Market Place,,,,,,,
1667026591-862,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Problem creating dataset using db2 stored procedure in Eclipse BIRT,,,,,,,
1667026591-863,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[XSLT][Editor] Editing XSL attributes freezes eclipse for a few moments,,,,,,,
1667026591-864,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Scroll bars in Terminal view do not match behaviour of other views in Eclipse,,,,,,,
1667026591-865,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.jgit.transport.SideBandInputStream should be public,,,,,,,
1667026591-866,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[1.8][inference] Usage of generics not compiling in 4.7 while Eclipse 4.6 and javac are OK,,,,,,,
1667026591-867,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse c/c++ mark syntax errors while compiling and running the program fine with no errors,,,,,,,
1667026591-868,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,VEX should use org.eclipse.jface.text.Position,,,,,,,
1667026591-869,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,logback-classic Groovy causes problems when Eclipse Groovy is installed,,,,,,,
1667026591-870,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,javascript content assist don't work in eclipse neon,,,,,,,
1667026591-871,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"[efs][ssh][performance] Eclipse hangs when importing a project that contains a linked resource for a large, slow, efs-ssh-shared file system",,,,,,,
1667026591-872,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Problems occurred when invoking code from plug-in: "org.eclipse.ui.workbench".,,,,,,,
1667026591-873,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.papyrus.infra.core.sasheditor.multipage.editor.MultiPageEditor shoud be removed,,,,,,,
1667026591-874,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unable to load class org.eclipse.soc.jni.launch.internal.ui.jniApplicationTabGroup,,,,,,,
1667026591-875,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"org.eclipse.core.runtime.URIUtil.append(URI, String) has insufficient path-handling",,,,,,,
1667026591-876,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.jst.enterprise_ui feature group points to invalid version of datatools.connectivity?,,,,,,,
1667026591-877,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse hangs when dragging an attribute in the Datatype Configuration,,,,,,,
1667026591-878,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,AbstractReconciler.BackgroundThread consumes small amount of cpu while Eclipse is idle,,,,,,,
1667026591-879,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Session processor ‘org.eclipse.recommenders.statics.rcp.sessionprocessors.statics’ failed with exception on Java 9,,,,,,,
1667026591-880,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[api] create an org.eclipse.ui.handlers extension for showing a Preference Page,,,,,,,
1667026591-881,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,JUnit plugins are not building in eclipse 2020-09,,,,,,,
1667026591-882,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Published org.eclipse.aether.maven bundle suffers from MNG-5670,,,,,,,
1667026591-883,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.jgit.treewalk.WorkingTreeIterator use FileInputStream but not support non-standand char in path,,,,,,,
1667026591-884,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"Source->Format menu item active on each Eclipse resource (project, folder, file)",,,,,,,
1667026591-885,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,No spell-check in Eclipse for PHP,,,,,,,
1667026591-886,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[WorkbenchParts] org.eclipse.ui.internal.partSite javadoc incorrect,,,,,,,
1667026591-887,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,remove org.eclipse.ecf.provider.discovery from org.eclipse.mylyn.builds.development-feature,,,,,,,
1667026591-888,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,using ./eclipse <path> does not work to import on OS X,,,,,,,
1667026591-889,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[OCL] Track migration of Eclipse OCL to OCL 2.5 candidate support,,,,,,,
1667026591-890,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse jar packing corrupts the org.eclipse.jet plug-in,,,,,,,
1667026591-891,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Missing Source folder in the eclipse project when importing the graphql-java project,,,,,,,
1667026591-892,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[compiler] Code compiles with OpenJDK 11 but fails with Eclipse 4.12.0,,,,,,,
1667026591-893,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Guice configuration errors when opening Java editor (JDT) in runtime Eclipse,,,,,,,
1667026591-894,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,NPE while connecting to project after eclipse restart,,,,,,,
1667026591-895,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse is hanging on regenerating the entity classes which are already opened in the java editor.,,,,,,,
1667026591-896,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse freeze for 14 sec opening a basic JS file,,,,,,,
1667026591-897,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.wst.server.core.internal.ServerWorkingCopy.save(...) unexpectedly set the Server's modules array to null,,,,,,,
1667026591-898,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.ant.core.AntSecurityException when ANT target is executed,,,,,,,
1667026591-899,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"In windows 10 photron generated executable will not execute within eclipse, while same project works in windows 7",,,,,,,
1667026591-900,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Publish 2.2.x - 3.0.x releases of org.eclipse.mylyn.github:org.eclipse.egit.github.core to maven central repository,,,,,,,
1667026591-901,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,NPE org.eclipse.jdt.internal.compiler.ast.ASTNode.checkInvocationArgument(ASTNode.java:363),,,,,,,
1667026591-902,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse becomes unresponsive after aborting debug launch,,,,,,,
1667026591-903,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Use of deprecated File.toURL() on org.eclipse.pde.build project,,,,,,,
1667026591-904,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,DTP shouldn't require base org.eclipse.emf feature,,,,,,,
1667026591-905,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Auto-follow 301/302 and HTTPS in org.eclipse.ecf.provider.filetransfer.httpclient4,,,,,,,
1667026591-906,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,i am trying to download eclipse and i keep getting an error that says eclipse doesnt have an installation candidate,,,,,,,
1667026591-907,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,OSXAppSigner does not support symbolic links with Eclipse.app when sending *.app to signing webservice,,,,,,,
1667026591-908,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Editor does not contain a main type Eclipse,,,,,,,
1667026591-909,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Could not instantiate provider org.eclipse.team.cvs.core.cvsnature,,,,,,,
1667026591-910,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Modify behavior of localization plugins to work consistently with other XML files in Eclipse,,,,,,,
1667026591-911,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[remotesvcs] org.eclipse.ecf.internal.remoteservices.ui.handlers.ReflectiveRemoteServiceHandler not enabled for service type "remotesvcs",,,,,,,
1667026591-912,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,No appenders could be found for logger (org.eclipse.jgit.util.FS) during startup of Eclipse IDE,,,,,,,
1667026591-913,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Bridge iot.eclipse.org:1883 and ponte.eclipse.org,,,,,,,
1667026591-914,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,in help topic/org.eclipse.jst.ejb.doc.user/topics/ceresrc.html: org.xml.sax.SAXParseException: The element type "dd" must be terminated,,,,,,,
1667026591-915,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse 4.19: Import Project dialog is not displayed properly,,,,,,,
1667026591-916,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Error in regenerate org.eclipse.wst.common.component,,,,,,,
1667026591-917,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Memory Leak with org.eclipse.xtext.builder.impl.QueuedBuildData,,,,,,,
1667026591-918,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,WST Validator - org.eclipse.wst.xml.core.internal.validation.core.AbstractNestedValidator - Request to fix the TODO in line#125,,,,,,,
1667026591-919,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[mt4e] org.eclipse.birt.report.engine is missing some dependencies,,,,,,,
1667026591-920,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"""Show Source"" in Disassembly view causes Eclipse too hang/block while doing GDB hardware debugging",,,,,,,
1667026591-921,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Use standard Eclipse menus for opening perspectives and views,,,,,,,
1667026591-922,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Replace use of org.eclipse.ui.internal.misc.StringMatcher,,,,,,,
1667026591-923,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Screencasts broken on eclipse.org,,,,,,,
1667026591-924,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.cdt.managedbuilder.templateengine.processes.CreateIncludeFolder doesn't work well on CygWin,,,,,,,
1667026591-925,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.gmf.sdk.experimental.source includes itself,,,,,,,
1667026591-926,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[spec] Eclipse's JDI implementation does not count disable/enableCollection(),,,,,,,
1667026591-927,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"org.eclipse.egit.ui.internal.GitLabels.getStyledLabel depends on IO operations, which can hang the UI",,,,,,,
1667026591-928,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,File#setCharset does not prompt to check out org.eclipse.core.resources.prefs,,,,,,,
1667026591-929,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Lots of compilation error after restarting Eclipse,,,,,,,
1667026591-930,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"""C/C++ Docker Container Launch Support"" causes eclipse extremely slow start with -clean option.",,,,,,,
1667026591-931,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Issues (org.eclipse.jgit.api.errors.JGitInternalException) when doing a pull with conflicts,,,,,,,
